date,song_id,entries,exits,churn_rate,month
2025-01-23,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'TQMQA by Eladio Carrion', 'lady madrizZz by céro', 'Bendecido by Eladio Carrion', 'DONDE SE APRENDE A QUERER? by Mora', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'El Merengue by Marshmello', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'La Canción Feliz Del Disco by Eladio Carrion', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'RKO by Eladio Carrion', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",1,1,0.02,2025-01
2025-01-24,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'TQMQA by Eladio Carrion', 'lady madrizZz by céro', 'Bendecido by Eladio Carrion', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'El Merengue by Marshmello', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'La Canción Feliz Del Disco by Eladio Carrion', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'RKO by Eladio Carrion', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",1,1,0.02,2025-01
2025-01-25,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'La Gata Bajo La Lluvia by Naiara', 'Quien Es Dei V? by Dei V', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'TQMQA by Eladio Carrion', 'lady madrizZz by céro', 'Bendecido by Eladio Carrion', 'DONDE SE APRENDE A QUERER? by Mora', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'Escriurem by Chiara Oliver & Martin Urrutia', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",3,3,0.06,2025-01
2025-01-26,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Mi Luz (ft. Rels B) by Rvfv', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'TQMQA by Eladio Carrion', 'lady madrizZz by céro', 'Bendecido by Eladio Carrion', 'DONDE SE APRENDE A QUERER? by Mora', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-01
2025-01-27,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Mi Luz (ft. Rels B) by Rvfv', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'DONDE SE APRENDE A QUERER? by Mora', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'El Merengue by Marshmello', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-01
2025-01-28,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'Manos Rotas by DELLAFUENTE & Morad', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Mi Luz (ft. Rels B) by Rvfv', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'El Merengue by Marshmello', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-01
2025-01-29,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'Manos Rotas by DELLAFUENTE & Morad', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Mi Luz (ft. Rels B) by Rvfv', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'El Merengue by Marshmello', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",0,0,0.0,2025-01
2025-01-30,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Mi Luz (ft. Rels B) by Rvfv', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'DONDE SE APRENDE A QUERER? by Mora', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-01
2025-01-31,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'No Estuviste En Lo Malo - REMIX by Morad & Beny Jr & DELLAFUENTE', 'Manos Rotas by DELLAFUENTE & Morad', 'Si No Estás by iñigo quintero', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', ""X'CLUSIVO by Gonzy"", 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'Extasisssssss by Saiko', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-01
2025-02-01,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'Manos Rotas by DELLAFUENTE & Morad', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', ""X'CLUSIVO by Gonzy"", 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Falsos Recuerdos by Abraham Mateo & Omar Montes', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Quien Es Dei V? by Dei V', 'Milo J: Bzrp Music Sessions, Vol. 57 by Paul Thin', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-02
2025-02-02,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'Manos Rotas by DELLAFUENTE & Morad', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', ""X'CLUSIVO by Gonzy"", 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Buscando Money by TWENTY SIX & Tayson Kryss', 'Quien Es Dei V? by Dei V', 'Milo J: Bzrp Music Sessions, Vol. 57 by Paul Thin', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'Alucin by Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",1,1,0.02,2025-02
2025-02-03,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'Manos Rotas by DELLAFUENTE & Morad', 'PERRO NEGRO by Bad Bunny', 'LUNA by Feid', ""X'CLUSIVO by Gonzy"", 'Young Miko: Bzrp Music Sessions, Vol. 58 by Bizarrap & Young Miko', 'Falsos Recuerdos by Abraham Mateo & Omar Montes', 'Hey Lil Mama by Eladio Carrion', 'A 300 by JC Reyes & Pedro Calderon & Blacknife', 'Madrid City by Ana Mena', 'El Mambo by Kiko Rivera', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Buscando Money by TWENTY SIX & Tayson Kryss', 'Quien Es Dei V? by Dei V', 'M.A.I by Milo j', 'No Te Quieren Conmigo by Gaby Music & Lunay & Luar La L', 'lady madrizZz by céro', 'NO PIENSO LLAMAR by Soge Culebra', 'REINA by Mora', 'DILUVIO by Rauw Alejandro', 'MODELITO by Mora', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'SEYA by GIMS', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'La_Original.mp3 by Emilia', 'SEDA by Bad Bunny', 'Perdió Este Culo by Bad Gyal', 'Buenas by Quevedo & Saiko', 'LALA by Myke Towers', 'El Malo by Eladio Carrion', 'OA by Anuel AA & Quevedo & Maluma', 'Una Foto Remix (feat. Emilia) by Mesita & Nicki Nicole & Tiago PZK', 'ASI ES LA VIDA by Enrique Iglesias & Maria Becerra', 'Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby) by Oscar el Ruso & Samuel G & Omar Montes', 'LA FALDA by Myke Towers', 'COSAS QUE NO TE DIJE by Saiko', 'QLONA by KAROL G', 'SI SABE FERXXO by Blessd', 'Narcotics (with Bryant Myers) by Dei V & Bryant Myers', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'No_Se_Ve.mp3 by Emilia', 'Casanova by Soolking & Lola Indigo & Rvfv', 'LA ÚLTIMA by Quevedo', 'LA CAPI by Myke Towers', 'Los del Espacio by LIT killah'}",2,2,0.04,2025-02
