date,song_id,entries,exits,churn_rate,month
2024-09-21,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'MEDIA LUNA by Mora', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'Todo Contigo by Álvaro De Luna', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Yandel 150 by Yandel', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Un Rodeoooo by Rels B', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Rara Vez by Taiu & Milo j', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'miamor by Aitana & Rels B', 'PUNTO G by Quevedo', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-22,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'Todo Contigo by Álvaro De Luna', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Yandel 150 by Yandel', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Un Rodeoooo by Rels B', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Rara Vez by Taiu & Milo j', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'miamor by Aitana & Rels B', 'PUNTO G by Quevedo', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",1,1,0.02,2024-09
2024-09-23,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'Todo Contigo by Álvaro De Luna', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Yandel 150 by Yandel', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Un Rodeoooo by Rels B', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Rara Vez by Taiu & Milo j', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'miamor by Aitana & Rels B', 'PUNTO G by Quevedo', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-24,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'miamor by Aitana', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'VAGABUNDO by Sebastian Yatra', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",7,7,0.14,2024-09
2024-09-25,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'miamor by Aitana', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'VAGABUNDO by Sebastian Yatra', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-26,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'miamor by Aitana', 'DONDE SE APRENDE A QUERER? by Mora', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'VAGABUNDO by Sebastian Yatra', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-27,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'AQYNE by Aitana', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",3,3,0.06,2024-09
2024-09-28,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'AQYNE by Aitana', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-29,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'AQYNE by Aitana', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'FERXXO 151 by Feid & ICON', 'PIRIBIRI by JC Reyes & Pedro Calderon', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'Coco Chanel by Eladio Carrion', 'MODELITO by Mora', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Te Menti by Ozuna & Saiko & Ovy On The Drums', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Dararí by Aitana', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid & Rema', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-09
2024-09-30,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Madrid City by Ana Mena', 'GANGSTERS Y PISTOLAS by Feid', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'PRIVILEGIOS by Feid', 'FERXXO 151 by Feid', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'MODELITO by Mora', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Holanda by Jhayco', 'FERXXO EDITION by Feid', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'RITMO DE MEDALLO by Feid', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",8,8,0.16,2024-09
2024-10-01,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Madrid City by Ana Mena', 'GANGSTERS Y PISTOLAS by Feid', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'PRIVILEGIOS by Feid', 'FERXXO 151 by Feid', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'MODELITO by Mora', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Holanda by Jhayco', 'FERXXO EDITION by Feid', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'RITMO DE MEDALLO by Feid', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",0,0,0.0,2024-10
2024-10-02,"{'El Cielo by Sky Rompiendo & Feid & Myke Towers', 'Si No Estás by iñigo quintero', 'A 300 by JC Reyes & Pedro Calderon', 'Nochentera by Vicco', 'Clavaito by Chanel & Abraham Mateo', 'GATITA GANGSTER by KAROL G', 'Lollipop by Darell', 'No_se_ve.mp3 by Emilia & LUDMILLA & ZECCA', 'COCO LOCO by Maluma', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Madrid City by Ana Mena', 'BESO by ROSALÍA & Rauw Alejandro', 'Quien Es Dei V? by Dei V', 'El Merengue by Marshmello & Manuel Turizo', 'FERXXO 151 by Feid', 'WANDA by Quevedo', 'Supernova by Saiko', 'DONDE SE APRENDE A QUERER? by Mora', 'UN PREVIEW by Bad Bunny', 'REINA by Mora', 'MODELITO by Mora', 'Quevedo: Bzrp Music Sessions, Vol. 52 by Bizarrap & Quevedo', 'WHERE SHE GOES by Bad Bunny', 'Columbia by Quevedo', 'POLARIS - Remix by Saiko & Feid & Quevedo', 'Holanda by Jhayco', 'Corazón Roto pt. 3 by Brray & Anuel AA & Chencho Corleone', 'Pacto (feat. Bryant Myers & Dei V) - Remix by Jay Wheeler & Anuel AA & Hades66', 'Rauw Alejandro: Bzrp Music Sessions, Vol. 56 by Bizarrap & Rauw Alejandro', 'Buenas by Quevedo & Saiko', 'PASAJERO by Mora', 'Eva Longoria by Ozuna', 'LALA by Myke Towers', 'Arena y Sal by Omar Montes & Saiko & Tunvao', 'EL TONTO by Lola Indigo', 'PLAYA DEL INGLÉS by Quevedo', 'Antidepresivos by Saiko', 'CORAZÓN VACÍO by Maria Becerra', 'COSAS QUE NO TE DIJE by Saiko', 'Chulo pt.2 by Bad Gyal & Tokischa & Young Miko', 'QLONA by KAROL G', 'PUNTO G by Quevedo', 'La Bachata by Manuel Turizo', 'LUCES DE TECNO by Feid', 'BABY HELLO by Rauw Alejandro', 'El Jefe by Shakira & Fuerza Regida', 'BUBALU by Feid', 'BESOS (with Kidd Keo & Neelo) by SwaggGlock & Kidd Keo & Neelo', 'Classy 101 by Feid & Young Miko', 'Los del Espacio by LIT killah'}",4,4,0.08,2024-10
